example address,earliest block,latest block,gas used,code length,code chunks,push bytes,PUSH1 zeros,jumpdests,invalid jumpdests,scheme f11,scheme f10,scheme f9,scheme f8
0xa2b47e3d5c44877cca798226b7b8118f9bfb7a56,9567758,19746274,13071103207,21676,678,37.19%,3.70%,3.69%,0.03%,18,18,16,14
0xba8da9dcf11b50b03fd5284f164ef5cdef910705,14216450,19565724,13059049112,17093,535,38.14%,2.14%,3.58%,0.05%,16,14,14,13
0xbf2179859fc6d5bee9bf9158632dc51678a4100e,4753864,19758784,13042561361,12903,404,54.54%,2.38%,2.02%,0.09%,16,14,15,13
0x6c6bc977e13df9b0de53b251522280bb72383700,12369760,19759651,13040378181,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x0cd6f267b2086bea681e922e19d40512511be538,17258001,19759693,13027801222,45,2,46.67%,0,2.22%,0,0,0,0,0
0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,8231493,19759568,12993323795,2076,65,30.20%,1.93%,3.52%,0.14%,5,4,4,3
0xa373e7dc4561f82ecced33f017783be8047cf3b3,18601207,19759580,12981164663,10076,315,60.81%,1.38%,2.96%,0.07%,13,12,11,11
0xdcd51fc5cd918e0461b9b7fb75967fdfd10dae2f,13535808,15431359,12943280526,4228,133,50.19%,1.80%,2.06%,0,0,0,0,0
0x289ba1701c2f088cf0faf8b3705246331cb8a839,5534466,16716412,12942071528,357,12,33.61%,1.40%,3.08%,0,0,0,0,0
0xc2c862322e9c97d6244a3506655da95f05246fd8,16933203,19759660,12935316190,1011,32,34.62%,1.09%,4.75%,0,0,0,0,0
0xdd49a93fdcae579ae50b4b9923325e9e335ec82b,14356261,19727366,12919877550,5679,178,41.20%,2.17%,2.98%,0.18%,16,15,14,16
0xf955c57f9ea9dc8781965feae0b6a2ace2bad6f3,12705204,19759283,12911708910,2136,67,44.15%,1.69%,3.79%,0.28%,9,8,7,6
0x2ba592f78db6436527729929aaf6c908497cb200,10594141,19759680,12852259472,6790,213,40.38%,1.61%,3.81%,0.12%,9,10,11,9
0x16e9eac2a9e29af3c53d24ed0f07fc403e098b64,15282623,19752372,12807294318,45,2,46.67%,0,2.22%,0,0,0,0,0
0x1d9816fbb17c5e51a28d71a17978990548c84ddd,12325376,12602925,12790353441,24003,751,26.73%,2.02%,3.54%,0.10%,39,40,36,34
0x00187cd7252e2898c32fcb603c34b08a639ab21c,13336796,19757621,12784732790,652,21,32.21%,2.15%,2.45%,0.15%,2,2,2,1
0x5dafb315d9c358d628fb62041104e4c5a2b3080b,12763187,15247410,12784242635,15087,472,35.16%,2.23%,3.65%,0.06%,17,17,17,17
0x2a24535c49567301ec11be325e3ee3f9bd06b183,14524741,19758396,12771997860,2145,68,43.96%,1.54%,4.15%,0.28%,9,8,7,6
0x02d341ccb60faaf662bc0554d13778015d1b285c,11455032,19759332,12755359032,2356,74,39.35%,3.57%,2.84%,0.47%,9,10,9,10
0xfca3df2bcd9c3d594923ffae0f132bfa1e8297c4,14860486,15197114,12708303659,3883,122,42.39%,2.83%,5.61%,0.03%,3,3,3,2
0x2db0e83599a91b508ac268a6197b8b14f5e72840,11011131,19756460,12681341419,5499,172,39.46%,4.02%,3.38%,0.04%,5,4,5,4
0x4d6283b4198c0039f2addc6a8784bbdef6e259eb,15867203,19749802,12670721401,15934,498,35.71%,2.61%,3.01%,0.16%,39,40,41,39
0xf239009a101b6b930a527deaab6961b6e7dec8a6,17063792,19759321,12651125458,22142,692,33.21%,1.43%,2.96%,0.05%,22,20,21,20
0xfcba3e75865d2d561be8d220616520c171f12851,9906904,19759418,12627870342,11303,354,37.29%,4.51%,3.73%,0.03%,7,7,7,6
0x2a8e126e36954e9394d4978f08b7884eefcaa2c4,14879813,15986028,12622896730,16827,526,29.36%,2.13%,4.10%,0.04%,13,14,13,11
0x29fbd00940df70cfc5dad3f2370686991e2bbf5c,15326333,17044697,12611635881,8973,281,50.59%,1.44%,2.59%,0,0,0,0,0
0xf819d9cb1c2a819fd991781a822de3ca8607c3c9,17464278,19759678,12581884752,12397,388,39.26%,0,3.69%,0.17%,31,30,33,31
0xaaac8434217575643b2d2ab6f12ce8600c625520,10289375,12994651,12575131330,22679,709,37.03%,2.28%,4.61%,0.09%,28,30,32,30
0xfac7bea255a6990f749363002136af6556b31e04,7666505,19491797,12554868405,12122,379,53.42%,2.33%,2.14%,0.04%,7,7,7,6
0x074009c138f6d8178c5cab34db57195678e86eac,4540201,19747851,12533334895,11522,361,30.19%,2.52%,4.37%,0.16%,29,32,32,32
0xe942cdd0af66ab9ab06515701fa3707ec7deb93e,18783807,19759708,12506227142,7889,247,38.94%,0,3.99%,0.01%,3,3,3,2
0x751a3e5ecd4ecd2de4aace6e55ae707a9ca10255,14992653,16827969,12503167755,21661,677,37.41%,2.34%,3.37%,0.09%,32,34,34,32
0x7b12d855445073987d45ea97b1af3554f05e4ef4,13648825,19755813,12489866148,22142,692,33.21%,1.43%,2.96%,0.05%,22,20,21,20
0xc53dc593b69c67a209cf70d4172078c9125449bb,14139219,19752735,12443843794,20866,653,38.48%,2.10%,3.76%,0.42%,123,120,124,145
0x1df4c6e36d61416813b42fe32724ef11e363eddc,19139823,19759517,12435000808,22142,692,33.21%,1.43%,2.96%,0.05%,22,20,21,20
0xf209815e595cdf3ed0aaf9665b1772e608ab9380,13641780,19439164,12398430010,10203,319,49.59%,1.67%,3.27%,0.03%,6,5,7,6
0xa8cb082a5a689e0d594d7da1e2d72a3d63adc1bd,19412607,19759694,12377107656,3034,95,39.91%,2.37%,4.09%,0.03%,2,2,2,2
0xae74faa92cb67a95ebcab07358bc222e33a34da7,12382946,19755377,12373406138,23198,725,43.14%,1.31%,2.06%,0.06%,28,27,26,23
0x054af22e1519b020516d72d749221c24756385c9,12194927,19756311,12346818017,45,2,46.67%,0,2.22%,0,0,0,0,0
0xccf4429db6322d5c611ee964527d42e5d685dd6a,12069867,19759705,12325550135,7765,243,28.62%,1.98%,3.31%,0.01%,2,3,3,2
0x3b604747ad1720c01ded0455728b62c0d2f100f0,14890634,19759330,12297682852,13973,437,40.34%,2.12%,3.51%,0.04%,9,8,8,7
0xb9330e17d30c57b4b192ae58140a72e0bfd3b718,16145076,19726395,12257179262,2372,75,58.26%,2.19%,3.50%,0.04%,3,3,3,2
0x9378368ba6b85c1fba5b131b530f5f5bedf21a18,14584779,19759666,12254615416,24425,764,46.76%,2.34%,4.97%,0.11%,35,35,33,31
0x473037de59cf9484632f4a27b509cfe8d4a31404,15022727,19759269,12246225356,7622,239,53.28%,2.18%,4.30%,0.09%,10,10,11,10
0xf5b1fd29d23e98db2d9ebb8435e1082e3b38fb65,13435990,19757847,12201085067,15125,473,33.95%,2.29%,3.31%,0.17%,35,33,30,28
0xc186fa914353c44b2e33ebe05f21846f1048beda,14823902,19759605,12186006479,19572,612,37.55%,1.86%,3.41%,0.11%,38,34,35,33
0x222412af183bceadefd72e4cb1b71f1889953b1c,10762636,13106047,12168475418,6883,216,34.49%,1.99%,2.54%,0.06%,7,8,9,8
0x33cca8e7420114db103d61bd39a72ff65e46352d,12367578,19759365,12120297641,23198,725,43.14%,1.31%,2.06%,0.06%,28,27,26,23
0x84d11b65e026f7aa08f5497dd3593fb083410b71,15430885,17069893,12111999421,20621,645,41.87%,1.60%,2.79%,0.02%,10,10,9,8
0x3cc47874dc50d98425ec79e647d83495637c55e3,12652910,19574589,12030787541,8154,255,33.60%,2.22%,2.70%,0.04%,6,5,6,5
0x5a3e6a77ba2f983ec0d371ea3b475f8bc0811ad5,16480774,19759697,12027803350,13271,415,50.80%,2.27%,4.36%,0.04%,7,7,6,6
0x960f401aed58668ef476ef02b2a2d43b83c261d8,6790317,19591853,12025895255,21691,678,43.72%,1.98%,2.44%,0.04%,11,14,13,11
0x00d02526ca08488342ab634de3b2d0050ecc7f60,10607884,16397645,12008602154,24513,767,54.45%,1.04%,2.19%,0.11%,33,30,30,29
0x16924ae9c2ac6cdbc9d6bb16fafcd38bed560936,9755250,12326955,12000843100,11273,353,49.05%,2.46%,2.21%,0.05%,13,12,11,10
0xe9ff7ca11280553af56d04ecb8be6b8c4468dcb2,16949604,19759598,11973699925,24560,768,35.83%,1.91%,3.92%,0.19%,58,62,61,56
0x373a292b93ff9017d28e64154ef83b99d5c4e270,13810899,19759541,11963837674,5699,179,47.94%,1.00%,2.23%,0.04%,3,3,3,2
0xb9812e2fa995ec53b5b6df34d21f9304762c5497,7189416,13378413,11918253010,249,8,55.42%,3.61%,2.41%,0,0,0,0,0
0x45f24baeef268bb6d63aee5129015d69702bcdfa,10676253,19748450,11908224354,4057,127,37.98%,1.26%,2.69%,0.10%,6,5,5,4
0xe8c6c9227491c0a8156a0106a0204d881bb7e531,12376126,19759641,11896542546,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x19c22ca8663d6e0e22b3dc134f98d2f464c1c506,10920087,16397683,11886473617,24513,767,54.49%,1.04%,2.19%,0.11%,33,30,30,29
0x4e32004d8b81847a670b4a1778ace4dcf2bba01e,15454877,19749945,11879297739,13323,417,37.59%,1.67%,2.66%,0.14%,21,22,20,17
0xd951bfc09a7ec90ee6331564a0d62c8cb8a86fe9,13538726,13753960,11871422283,14634,458,29.59%,2.14%,4.22%,0.08%,22,23,22,20
0xb936525a77ba0529f6c0feab28f8b0ae6c0398c7,11131749,19180348,11870710595,22604,707,29.18%,2.42%,3.99%,0.03%,9,8,7,6
0x93f2a75d771628856f37f256da95e99ea28aafbe,10787513,15699625,11837816585,8528,267,32.00%,2.32%,4.71%,0.07%,11,10,9,8
0xa68dd8cb83097765263adad881af6eed479c4a33,13996026,19757672,11805783004,9501,297,32.25%,2.86%,4.86%,0.08%,11,10,11,9
0xef68e7c694f40c8202821edf525de3782458639f,4089791,19716172,11799606734,6863,215,51.89%,1.91%,3.34%,0.10%,10,13,12,10
0x46950ba8946d7be4594399bcf203fb53e1fd7d37,18286774,19759695,11786988764,11619,364,38.63%,1.95%,4.47%,0.08%,17,19,18,18
0x1eb73fee2090fb1c20105d5ba887e3c3ba14a17e,17238585,19758311,11773005288,24272,759,37.76%,1.63%,2.97%,0.14%,38,37,33,31
0x58959e0c71080434f237bd42d07cd84b74cef438,6144413,19596012,11770971480,6233,195,48.90%,2.23%,2.07%,0.06%,6,5,5,5
0x3301ee63fb29f863f2333bd4466acb46cd8323e6,11766933,19759604,11766964568,4852,152,52.91%,1.67%,1.96%,0.12%,10,10,11,9
0xee15010105b9bb564cfdfdc5cee676485092aedd,12428412,17461891,11755785320,13634,427,37.42%,1.70%,3.03%,0.05%,17,18,16,14
0x6150343e0f43a17519c0327c41edd9ebe88d01ef,11318143,19759479,11735548980,9476,297,39.68%,0.82%,3.26%,0.06%,9,8,7,6
0x467bccd9d29f223bce8043b84e8c8b282827790f,9369195,19759668,11727270242,4565,143,58.40%,2.19%,1.51%,0.22%,14,13,13,11
