example address,earliest block,latest block,gas used,code length,code chunks,push bytes,jumpdests,invalid jumpdests,scheme f11,scheme f10,scheme f9,scheme f8
0x8761e0370f94f68db8eaa731f4fc581f6ad0bd68,18283231,19824222,5645384628,12173,381,37.11%,3.24%,0.02%,7,7,7,8
0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,17257968,19824415,5644396436,3572,112,43.37%,1.48%,0.11%,5,5,5,4
0x3c3a81e81dc49a522a592e7622a7e711c06bf354,17538940,19824398,5642923041,4021,126,50.98%,5.20%,0.22%,13,18,17,17
0x002bb8de1ca9ff509ff89b22b2559d170ad1dbdc,17000003,19824092,5634710664,231,8,64.07%,0.87%,0.87%,3,3,3,3
0x1f583017ebbcc6569d1223e73c5896d04ff415c0,17974902,19824321,5631995289,19145,599,32.49%,3.12%,0.10%,35,37,38,36
0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5,17000017,19816024,5628294121,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x0176b898e92e814c06cc379e508ceb571f70bd40,18142776,19824279,5618440963,8468,265,42.42%,3.50%,0.17%,20,25,25,23
0xc00e94cb662c3520282e6f5717214004a7f26888,17000006,19824398,5613084631,6795,213,40.29%,3.81%,0.19%,16,19,20,19
0xcf96fcf38dfc404e42366f05bffda6336df5174f,19195150,19817942,5567362826,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xdcef968d416a41cdac0ed8702fac8128a64241a2,17000155,19824408,5559461779,13709,429,38.43%,1.36%,0.04%,14,13,12,10
0x24179cd81c9e782a4096035f7ec97fb8b783e007,17000066,19823612,5558517026,14129,442,36.39%,2.91%,0.04%,10,9,8,10
0xae790e2a4785298cb18150f3dc4a60bd81fcd274,18824779,19824249,5551899401,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xee72f1035c706478f84ab9480e45b427aa6b6682,18819562,19318232,5521557162,2811,88,42.94%,4.13%,0.07%,3,3,3,2
0x1fde0d2f44539789256d94d1784a86bf77d66dd0,18981912,19824239,5502852127,6461,202,39.98%,3.90%,0.08%,9,9,8,9
0x111111111117dc0aa78b770fa6a738034120c302,17000000,19824386,5485619005,7038,220,55.58%,2.23%,0.06%,6,5,5,5
0x9759a6ac90977b93b58547b4a71c78317f391a28,17000158,19824417,5471624398,2916,92,54.36%,1.82%,0,0,0,0,0
0xa2ab69a98a30050afce7e9ecd39231223d74fd09,19089190,19595377,5465265737,170,6,50.59%,4.71%,0,0,0,0,0
0xc5c9fb6223a989208df27dcee33fc59ff5c26fff,17000242,19824211,5426703816,3027,95,55.67%,3.53%,0.03%,3,3,3,2
0x76e222b07c53d28b89b0bac18602810fc22b49a8,18329218,19824364,5391579970,9516,298,38.65%,3.88%,0.15%,18,18,18,18
0x84a0856b038eaad1cc7e297cf34a7e72685a8693,17000046,19824202,5390765651,5340,167,36.93%,3.45%,0.07%,9,8,8,8
0xa9e8acf069c58aec8825542845fd754e41a9489a,17147436,19824415,5389509354,7451,233,51.83%,4.52%,0.13%,14,17,15,15
0x34d85c9cdeb23fa97cb08333b511ac86e1c4e258,17000015,19824292,5355440323,19945,624,45.61%,3.23%,0.07%,27,27,25,23
0x88888c037df4527933fa8ab203a89e1e6e58db70,18022190,19824332,5326014344,2188,69,43.56%,4.25%,0.05%,2,3,3,2
0x163ad6ac78ffe40e194310faeada8f6615942d7b,17921918,19824413,5305888119,6547,205,34.61%,4.14%,0.15%,16,14,14,16
0x08c7676680f187a31241e83e6d44c03a98adab05,17718299,19813561,5293923030,4224,132,43.23%,5.78%,0.07%,6,7,6,5
0x4a2987c255ad7f9409c54a4fce7823441e14f08b,17396435,19824279,5292514460,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x644192291cc835a93d6330b24ea5f5fedd0eef9e,17000002,19824307,5270666745,2304,72,59.51%,3.08%,0.04%,3,3,3,2
0xde67d97b8770dc98c746a3fc0093c538666eb493,17679460,19823841,5242009028,13488,422,50.79%,4.29%,0.04%,7,7,6,6
0x02e7b8511831b1b02d9018215a0f8f500ea5c6b3,17715148,19824347,5237030690,11747,368,55.43%,2.58%,0.04%,10,9,9,8
0xe8c6c9227491c0a8156a0106a0204d881bb7e531,17000037,19824315,5234124259,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x004395edb43efca9885cedad51ec9faf93bd34ac,17000709,19824410,5220337582,22904,716,36.11%,3.55%,0.06%,21,22,21,19
0x029ea7093ad5e547dd2c380880fd275d508cb519,17000153,19819823,5202454239,45,2,46.67%,2.22%,0,0,0,0,0
0x2409af0251dcb89ee3dee572629291f9b087c668,17001596,19824291,5167672035,1779,56,44.69%,3.49%,0.06%,3,3,3,2
0xb69753c06bb5c366be51e73bfc0cc2e3dc07e371,17123982,19824224,5158745105,8201,257,42.30%,3.50%,0.10%,13,13,12,12
0xb0d502e938ed5f4df2e681fe6e419ff29631d62b,17000008,19824395,5148006787,5894,185,36.12%,3.29%,0.05%,3,3,3,3
0x9e966733e3e9bfa56af95f762921859417cf6faa,17069899,19824324,5124895180,10182,319,55.49%,2.12%,0.02%,6,5,5,5
0xac725cb59d16c81061bdea61041a8a5e73da9ec6,17000010,19824407,5062829140,9403,294,55.05%,2.64%,0.01%,3,3,3,3
0x6593c7de001fc8542bb1703532ee1e5aa0d458fd,18186025,19824301,5060967750,20527,642,46.01%,2.92%,0.05%,22,20,20,21
0x433a00819c771b33fa7223a5b3499b24fbcd1bbc,17001603,19824012,5046232114,22142,692,33.21%,2.96%,0.08%,33,32,34,32
0x0000000000e655fae4d56241588680f86e3b2377,17000100,19824184,5030502708,22809,713,50.82%,3.17%,0.04%,17,15,17,19
0x82c7a8f707110f5fbb16184a5933e9f78a34c6ab,17000024,19823488,5005673046,8930,280,31.52%,3.17%,0.07%,6,8,8,7
0x53e0e51b5ed9202110d7ecd637a4581db8b9879f,17000048,19823829,4991931196,22010,688,49.95%,2.13%,0.13%,47,53,59,52
0xc6bda983ce0a00142e2334bc2726c30573fe5e3e,17000015,17629186,4987657903,24140,755,43.09%,2.77%,0.09%,33,33,31,30
0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,17000009,19824355,4987037855,9242,289,54.30%,2.82%,0.04%,6,5,6,5
0x5888641e3e6cbea6d84ba81edb217bd691d3be38,17072592,19824240,4976504440,15778,494,52.35%,4.23%,0.03%,9,8,8,8
0x72a19342e8f1838460ebfccef09f6585e32db86e,17000452,19824362,4968506720,19602,613,36.23%,3.59%,0.10%,31,32,34,33
0xa2b4c0af19cc16a6cfacce81f192b024d625817d,17000145,19824416,4966924683,13784,431,55.58%,1.94%,0.03%,5,4,4,5
0x2d3fc875de7fe7da43ad0afa0e7023c9b91d06b1,17000028,19824280,4963403513,23797,744,40.72%,3.53%,0.17%,50,48,52,48
0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,17000003,19824415,4946752651,8144,255,46.51%,2.53%,0.15%,16,15,15,13
0xd2c869382c7ac9f87ff73548d029d67c0f9dee31,17665586,19819898,4897879422,13076,409,39.43%,3.27%,0.06%,13,12,11,11
0xc3db44adc1fcdfd5671f555236eae49f4a8eea18,19567223,19824411,4895703191,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xecf678bf1850ac206f42c9e959f72a0ab0e86f77,17231336,19824000,4883611203,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x0d04146b2fe5d267629a7eb341fb4388dcdbd22f,17000018,19824388,4879491832,45,2,46.67%,2.22%,0,0,0,0,0
0xb6a37b5d14d502c3ab0ae6f3a0e058bc9517786e,17525343,19824398,4873412521,9046,283,35.22%,4.00%,0.10%,13,13,14,12
0x03cb76ab484967ac1b81611cdcbab8142a47da19,17000286,19822043,4867325469,45,2,46.67%,2.22%,0,0,0,0,0
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,17000012,19824355,4860500135,18709,585,50.67%,4.65%,0.06%,21,20,21,20
0xdfef6416ea3e6ce587ed42aa7cb2e586362cbbfa,17634283,19819934,4848456728,9346,293,39.48%,3.58%,0.06%,11,10,9,9
0xb7f27e5ebf97d88f37e16eddecc59523361a60e1,18265127,19824391,4848246310,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x955d5c14c8d4944da1ea7836bd44d54a8ec35ba1,17296180,19824122,4846161683,6029,189,55.70%,1.54%,0.20%,16,15,14,12
0x2322e5517a3cbc75a3f02d74c96f82dda120d841,17580210,19824218,4828240350,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x59354356ec5d56306791873f567d61ebf11dfbd5,17000612,19824339,4826474191,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x14716c982fd8b7f1e8f0b4dbb496dce438a29d93,17000060,19824347,4815219713,2261,71,59.22%,3.49%,0.09%,5,4,4,3
0x72c60bfffef18dca51db32b52b819a951b6ddbed,18240514,19823796,4803407972,13523,423,37.36%,3.08%,0.10%,22,22,21,20
0xa19f5264f7d7be11c451c093d8f92592820bea86,17487675,19824146,4796776174,5592,175,41.34%,3.47%,0.14%,13,13,13,12
0x79db69ab1ed51261a9fdc3bf0e6db3fa48b8cc52,18589388,19823075,4784103775,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x037c8d42972c3c058224a2e51b5cb9b504f75b77,17000066,19823922,4775397659,680,22,40.29%,4.56%,0,0,0,0,0
0x3f29cb4111cbda8081642da1f75b3c12decf2516,17000542,19824038,4753529973,5750,180,42.05%,2.94%,0.19%,17,17,15,18
0x25ab3efd52e6470681ce037cd546dc60726948d3,17000122,19824413,4741630890,802,26,53.62%,3.74%,0,0,0,0,0
0xf94e7d0710709388bce3161c32b4eea56d3f91cc,19409158,19824415,4715653548,10211,320,35.63%,4.39%,0.18%,25,24,27,29
0x00469d388b06127221d6310843a43d079eb2bb18,17000012,19824415,4714597096,4236,133,37.70%,3.94%,0,0,0,0,0
0x00c056e71d22e08b0838e7f2e22ae2168678b568,17000234,19824368,4712609888,855,27,53.45%,3.63%,0,0,0,0,0
0x853d955acef822db058eb8505911ed77f175b99e,17000134,19824416,4698886033,14894,466,58.55%,3.05%,0.04%,10,10,12,11
0x508e00d5cef397b02d260d035e5ee80775e4c821,18811533,19824414,4693580396,6583,206,60.87%,2.48%,0.08%,9,8,7,7
0xf9d64d54d32ee2bdceaabfa60c4c438e224427d0,19227025,19824398,4691844099,1467,46,49.28%,3.20%,0,0,0,0,0
0xb7bfcca7d7ff0f371867b770856fac184b185878,18021421,19822823,4689110690,19498,610,36.32%,3.76%,0.03%,14,13,14,14
0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,17000023,19824377,4683406349,22142,692,33.21%,2.96%,0.05%,20,18,18,18
0x004eebd1f55ea7ca9c18e98ac0fe53c4f50c2c31,17000003,19821062,4660281708,45,2,46.67%,2.22%,0,0,0,0,0
0xec2061372a02d5e416f5d8905eea64cab2c10970,17004689,19824017,4644473933,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xba30e5f9bb24caa003e9f2f0497ad287fdf95623,17000044,19824188,4639228619,19695,616,52.03%,4.30%,0.04%,9,10,12,11
0xe42318ea3b998e8355a3da364eb9d48ec725eb45,17000044,19824370,4630481629,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xa238cbeb142c10ef7ad8442c6d1f9e89e07e7761,17000098,19824305,4628101709,629,20,44.52%,2.38%,0,0,0,0,0
0x8357b8b211a02d8d0d2e1d947f7a4898cfc5af41,17326702,19824378,4627751233,6623,207,43.36%,5.07%,0.02%,2,2,2,2
0x8c578a6e31fc94b1facd58202be53a8385bacbf7,18856362,19763553,4625607726,9516,298,42.76%,3.16%,0.17%,18,18,18,17
0xcd1a2cee37107767c59ac61102c9dae171ef76b2,17296687,19621270,4621000394,22142,692,33.21%,2.96%,0.07%,28,27,30,27
0x9a5132e149c547f254c73226da7f770d43d9ea44,17000049,19824100,4619155344,20189,631,52.36%,3.30%,0.16%,50,50,50,49
0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,17000107,19824387,4614113126,8801,276,39.53%,3.82%,0.10%,13,14,14,12
0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,17000169,19824175,4599590291,3490,110,34.53%,2.89%,0.14%,6,5,6,6
0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,18883124,19824413,4579501932,15623,489,53.83%,2.69%,0.02%,7,7,8,9
0x33676385160f9d8f03a0db2821029882f7c79e93,17580231,19824206,4578572927,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x00039fc9e54a042a0bdc85a0baf3a0274c3564dc,17000048,19824386,4571927535,11709,366,35.16%,4.38%,0.09%,18,19,20,18
0x2a49eae5cca3f050ebec729cf90cc910fadaf7a2,17005670,19824177,4558296308,18408,576,31.83%,3.47%,0.03%,10,9,9,10
0xd4b812dd7134f632c947ca11a2fb0f49082a2483,19424212,19824327,4537049648,2639,83,39.90%,4.21%,0.04%,2,2,2,1
0x4976fb03c32e5b8cfe2b6ccb31c09ba78ebaba41,17000021,19824299,4534007845,14153,443,36.17%,4.42%,0.02%,9,8,7,7
0xcb50350ab555ed5d56265e096288536e8cac41eb,17787491,19821654,4514709992,13078,409,42.24%,3.94%,0.09%,20,18,18,20
0x5b905fe05f81f3a8ad8b28c6e17779cfabf76068,17000002,19824415,4504119692,1113,35,46.99%,1.98%,0,0,0,0,0
0x5b1b5fea1b99d83ad479df0c222f0492385381dd,17000047,19824413,4499372315,1187,38,42.46%,3.29%,0.34%,5,5,5,4
0x47ebab13b806773ec2a2d16873e2df770d130b50,17000013,17266004,4494407628,24353,762,42.13%,2.98%,0.09%,32,32,32,31
0xc48396f068c62e0192c9f2c1caa7e07bbd15dbc7,18812711,19824402,4464816756,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x93fff4028927f53f708534397ed349b9cd4e2f9f,19461124,19824248,4456882426,2590,81,39.96%,4.13%,0.19%,7,7,9,9
0xf3e53d80c29e3cc5fbcdede2a41cc6a19a6d1118,18692189,19822557,4454975216,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x1fb2c8dd310d7162729674dc4114616b87224571,18789035,19822552,4453204002,13308,416,48.15%,3.31%,0.10%,25,23,22,22
0x83f20f44975d03b1b09e64809b757c47f942beea,17293111,19824417,4444484806,10925,342,42.68%,2.91%,0.03%,7,7,6,6
0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,17001348,19822503,4444181128,24195,757,29.20%,3.31%,0.08%,36,37,33,30
0xd33526068d116ce69f19a9ee46f0bd304f21a51f,17000044,19824413,4429759554,7730,242,51.63%,2.57%,0.06%,10,9,8,7
0x3c68dfc45dc92c9c605d92b49858073e10b857a6,17000015,19824283,4426508418,5501,172,40.21%,2.53%,0.02%,3,3,3,2
0x1bbe973bef3a977fc51cbed703e8ffdefe001fed,19275301,19824415,4425487704,6224,195,44.22%,3.49%,0.10%,10,9,9,9
0x57af956d3e2cca3b86f3d8c6772c03ddca3eaacb,17000255,19824322,4417511218,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xf5581dfefd8fb0e4aec526be659cfab1f8c781da,17002376,19824413,4400463132,14740,461,49.29%,2.23%,0.03%,7,7,6,7
0x40a50cf069e992aa4536211b23f286ef88752187,17000018,19824415,4376353465,6177,194,54.33%,2.61%,0.05%,7,7,7,6
0xf5c9f957705bea56a7e806943f98f7777b995826,17000043,19824399,4371184739,6237,195,36.03%,2.63%,0,0,0,0,0
0xc128468b7ce63ea702c1f104d55a2566b13d3abd,17000397,19824223,4370211568,9057,284,40.17%,1.68%,0,0,0,0,0
0x38e68a37e401f7271568cecaac63c6b1e19130b4,18135851,19824360,4369839529,13694,428,49.75%,2.81%,0.06%,11,10,9,9
0xf4d2888d29d722226fafa5d9b24f9164c092421e,17000025,19824392,4366426920,4154,130,59.48%,2.60%,0.10%,5,4,4,4
0x1a44076050125825900e736c501f859c50fe728c,19093729,19824393,4365120619,24005,751,43.11%,2.92%,0.13%,55,57,59,59
0x4674f9cf8fce3e9ff332015a0f0859baa60c2ded,17035090,19824306,4361122631,24243,758,56.93%,2.75%,0.15%,53,50,54,52
0x2b316b6e4ffd1984a2de9b33e42787923d77f390,18513471,19823370,4354885992,15156,474,54.17%,2.84%,0.04%,13,12,12,11
0xb85eeb713b876a25f16604887cc6b8997ef1b9dd,17366378,19201788,4351097713,3902,122,45.80%,5.64%,0.15%,9,9,11,9
0x7c74dfe39976dc395529c14e54a597809980e01c,17000040,19824276,4336400198,23856,746,51.73%,2.80%,0.13%,50,49,51,47
0xbd6323a83b613f668687014e8a5852079494fb68,18974222,19824244,4328107371,9746,305,39.13%,3.70%,0.06%,10,9,9,9
0xf849de01b080adc3a814fabe1e2087475cf2e354,17000037,19823479,4323099892,4344,136,34.09%,4.67%,0.05%,5,4,4,4
0x055be5ddb7a925bfef3417fc157f53ca77ca7222,17000066,19823695,4320830950,13120,410,38.42%,3.15%,0.09%,17,15,14,15
0x41ea5d41eeacc2d5c4072260945118a13bb7ebce,18551516,19824403,4319255449,7178,225,34.75%,4.00%,0.26%,16,15,16,16
0xa50ba011c48153de246e5192c8f9258a2ba79ca9,17000010,19824240,4312891018,2766,87,35.29%,3.07%,0.11%,6,7,6,6
0x9a1d0059f5534e7a6c6c4dae390ebd3a731bd7dc,19170965,19824379,4308068003,20176,631,52.54%,2.59%,0.02%,9,8,8,9
0x32b86b99441480a7e5bd3a26c124ec2373e3f015,17197570,19824332,4307353226,2752,86,40.44%,3.67%,0.22%,7,12,11,9
0x1c98562a2fab5af19d8fb3291a36ac3c618835d9,17000183,19824392,4299090852,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,17000011,19824395,4291260528,6897,216,37.25%,2.54%,0.09%,10,9,8,8
0xbcd7254a1d759efa08ec7c3291b2e85c5dcc12ce,17000025,19824129,4277443020,8475,265,57.88%,2.61%,0.04%,7,7,6,7
0x04b727c7e246ca70d496ecf52e6b6280f3c8077d,17000214,19824284,4253456888,45,2,46.67%,2.22%,0,0,0,0,0
0x253c06b22d4b67b675ea7d2fd48422e62c394d7e,17383211,19823044,4252272538,22142,692,33.21%,2.96%,0.08%,33,32,34,32
0xaddd24a001243e6d446ed8d088c82aeff84073a3,17001406,19824275,4246365993,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xb9ed555632c308f0f44489500045a9afba73473c,19136678,19824069,4234544055,22142,692,33.21%,2.96%,0.07%,28,27,30,27
0x00a2408dd76384e5ff987e2b594b2f5d7485c62f,17881533,19824144,4222827764,205,7,56.10%,0.98%,0,0,0,0,0
0x58b6a8a3302369daec383334672404ee733ab239,17000036,19824402,4197401789,3429,108,35.52%,2.83%,0.32%,14,14,13,12
0xafb979d9afad1ad27c5eff4e27226e3ab9e5dcc9,18828771,19824412,4189823722,18480,578,40.15%,2.77%,0.05%,14,14,15,15
0x265f542c1e78068f13d87c6fe0df54f3e9562a48,17651175,19822864,4182006720,16653,521,52.33%,4.23%,0.04%,11,10,11,10
0x9360c489056b64d5003bf22f4f31458e31cc8028,17215891,19806646,4178593739,17811,557,41.91%,3.46%,0.12%,29,28,27,30
0x02777053d6764996e594c3e88af1d58d5363a2e6,17000011,19823722,4177817619,24221,757,49.25%,2.61%,0.10%,40,38,36,32
0xe0438eb3703bf871e31ce639bd351109c88666ea,17557475,19824389,4166519815,24530,767,39.70%,1.53%,0.04%,18,19,18,22
0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,17000002,19824404,4158647077,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x7f808fd904ffa3eb6a6f259e6965fb1466a05372,17000005,19823583,4150901720,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,17000052,19824403,4146575793,2546,80,35.86%,2.83%,0.16%,6,5,6,5
0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,17001913,19824392,4128811879,6615,207,36.39%,3.13%,0.06%,9,8,8,7
0xefbcce4659db72ec6897f46783303708cf9acef8,17000746,19823659,4118147618,2579,81,44.82%,1.78%,0,0,0,0,0
0x7316f8dd242974f0fd7b16dbcc68920b96bc4db1,17070059,19823081,4116499409,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xc36cf0cfcb5d905b8b513860db0cfe63f6cf9f5c,17000024,19823962,4114597304,11680,365,29.38%,2.88%,0.03%,7,7,8,10
0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,17000004,19824376,4109261251,2545,80,36.39%,2.63%,0.12%,5,4,4,3
0xde715330043799d7a80249660d1e6b61eb3713b3,19105386,19824209,4095969414,24062,752,52.95%,2.98%,0.07%,29,28,25,27
0x59325733eb952a92e069c87f0a6168b29e80627f,17000237,19824183,4095179137,45,2,46.67%,2.22%,0,0,0,0,0
0xba100000625a3754423978a60c9317c58a424e3d,17000006,19824410,4094683784,12349,386,49.23%,2.64%,0.04%,10,9,8,9
0xe15e6583425700993bd08f51bf6e7b73cd5da91b,17000397,19824043,4093509062,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x0001a500a6b18995b03f44bb040a5ffc28e45cb0,17580067,19824356,4090614413,5479,172,53.26%,3.07%,0.26%,16,15,14,15
0xf07ebf00aa847bbb0057b92cb469747e2c7c8a4f,17673043,19815324,4089275074,23643,739,34.78%,3.77%,0.12%,35,34,32,31
0x06bdf212c290473dcacea9793890c5024c7eb02c,18029972,19823729,4083183977,13415,420,37.58%,2.94%,0.16%,31,35,38,34
0x524cab2ec69124574082676e6f654a18df49a048,17000114,19824331,4077537686,14559,455,44.47%,3.63%,0.06%,13,12,12,13
0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8,17000103,19824408,4058689261,22142,692,33.21%,2.96%,0.05%,20,18,18,18
0x5dcd6272c3cbb250823f0b7e6c618bce11b21f90,17266674,19823076,4054725553,14618,457,51.53%,4.43%,0.05%,13,13,12,12
0x919fa96e88d67499339577fa202345436bcdaf79,17000007,19824371,4044438997,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x15fa609e84905aff86f02a9e29c9cd887b311a0c,17975082,19824329,4044139633,2514,79,41.01%,4.22%,0.08%,5,4,5,4
0x517f451b0a9e1b87dc0ae98a05ee033c3310f046,17000016,19824309,4044075196,22962,718,32.94%,2.93%,0.03%,16,15,14,14
0x80ee5c641a8ffc607545219a3856562f56427fe9,17994609,19824392,4024037432,12947,405,49.66%,4.41%,0.05%,10,10,9,10
0x301442aa888701c8b86727d42f3c55fb0dd9ef7f,18175920,18533443,4021482391,24507,766,57.54%,2.39%,0.17%,66,69,67,64
0xd1f17b7a6bff962659ed608bcd6d318bb5fbb249,17002498,19824063,4021392324,16891,528,51.49%,4.42%,0.07%,18,18,17,16
0xd101dcc414f310268c37eeb4cd376ccfa507f571,17004689,19824215,4015369899,7440,233,44.81%,3.00%,0.11%,13,14,13,12
0x2d886570a0da04885bfd6eb48ed8b8ff01a0eb7e,17000166,19824344,4010387547,11829,370,35.46%,4.37%,0.10%,20,18,20,18
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,17000096,19824386,3984374464,6611,207,34.16%,3.65%,0.12%,11,10,13,12
0x37da9de38c4094e090c014325f6ef4baeb302626,18151425,19821500,3970440380,15841,496,50.03%,4.41%,0.09%,27,24,24,24
0x1a1b15cf6a3ec08f355bd5cb3de729f84388913b,17000003,19824133,3969450328,18914,592,50.94%,3.53%,0.04%,11,10,11,10
0x5ef0d09d1e6204141b4d37530808ed19f60fba35,17000075,19824383,3966638253,965,31,46.22%,4.35%,0.10%,2,3,3,2
0x7832310cd0de39c4ce0a635f34d9a4b5b47fd434,17737086,19824074,3966297475,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x4f43c77872db6ba177c270986cd30c3381af37ee,19059129,19824309,3954802202,24062,752,52.95%,2.98%,0.08%,33,32,30,30
0x9af99712d45a972a23eabee205342f6055ada474,17136616,19814974,3954579385,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xa81011ae274ef6debd3bdab634102c7b6c2c452d,17000001,19802833,3895177768,3235,102,37.56%,4.02%,0.06%,5,5,5,4
0xe936f0073549ad8b1fa53583600d629ba9375161,17004015,19824416,3891284986,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x0ce176e1b11a8f88a4ba2535de80e81f88592bad,17216823,19824415,3890302048,23074,722,36.78%,3.66%,0.08%,35,38,35,35
0x010077fc828d7716d77d4082c2b246859fb625e1,17000030,19824365,3882948736,252,8,54.76%,2.38%,0,0,0,0,0
0x9ff58067bd8d239000010c154c6983a325df138e,17278871,19824405,3882731062,6011,188,48.03%,2.60%,0.10%,9,9,8,8
0x22e12a50e3ca49fb183074235cb1db84fe4c716d,19105384,19824408,3871867764,17569,550,60.99%,2.36%,0.06%,21,19,18,18
0x2d9d7c64f6c00e16c28595ec4ebe4065ef3a250b,18680313,19823604,3867285666,7143,224,36.20%,3.72%,0.06%,5,4,4,4
0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,17000028,19824417,3865933417,10187,319,36.23%,4.01%,0.07%,10,9,9,9
0xf4c5e0f4590b6679b3030d29a84857f226087fef,17712654,19824315,3864781253,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xfd6c2d2499b1331101726a8ac68ccc9da3fab54f,17000015,19824213,3856609732,10734,336,47.44%,3.06%,0.08%,16,17,16,14
0xd0c6e59b50c32530c627107f50acc71958c4341f,18220523,19824271,3834622975,19804,619,35.01%,3.23%,0.07%,24,25,24,24
0x324c5dc1fc42c7a4d43d92df1eba58a54d13bf2d,19311818,19824394,3831577746,11224,351,57.95%,2.56%,0.07%,13,14,15,13
0x7db5af2b9624e1b3b4bb69d6debd9ad1016a58ac,17000004,19823219,3819978204,12271,384,38.38%,3.66%,0.09%,17,17,15,16
0x4b5ab61593a2401b1075b90c04cbcdd3f87ce011,17000025,19824006,3815612938,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x78a0a62fba6fb21a83fe8a3433d44c73a4017a6f,17364391,19823479,3807844225,5745,180,41.32%,3.27%,0.21%,14,14,14,13
0x48c87cdacb6bb6bf6e5cd85d8ee5c847084c7410,17662041,19811115,3806186534,7084,222,35.60%,3.44%,0.10%,10,9,11,10
0x158079ee67fce2f58472a96584a73c7ab9ac95c1,17000174,19824334,3800220156,18970,593,33.15%,3.61%,0.10%,32,33,34,34
0x1b70ff1e5152fdb8425a2b84b098df2f9c1df54e,19609456,19824394,3799649018,2451,77,34.15%,3.63%,0.29%,7,7,8,10
0x00000000006267dd559d14f5adef3f777ae7bb0e,17000179,19824411,3796577615,3816,120,52.10%,2.02%,0.18%,11,13,13,13
0x6b0b3a982b4634ac68dd83a4dbf02311ce324181,17000074,19824340,3796290990,14475,453,42.07%,3.22%,0.15%,28,34,34,32
0xe4e86c6805884736c0faea1e559c51f37da15812,18750058,19824379,3779067726,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x549020a9cb845220d66d3e9c6d9f9ef61c981102,17000001,19824386,3768537014,3226,101,40.02%,3.41%,0.09%,5,4,4,3
0x6a888fb73f13104473a4bdfb1beb220ac1eafda3,19170426,19824326,3764746354,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x0c9663115b36fa95d18e71d59054117bcb0342ef,17253321,19824413,3763349211,19786,619,49.87%,4.81%,0.06%,17,17,17,17
0x8301ae4fc9c624d1d396cbdaa1ed877821d7c511,17000008,19802758,3759694195,22389,700,39.72%,1.52%,0.05%,22,23,22,21
0xc30141b657f4216252dc59af2e7cdb9d8792e1b0,17000005,19510150,3755082239,6327,198,40.95%,3.29%,0.05%,6,5,5,5
0x3666f603cc164936c1b87e207f36beba4ac5f18a,17000002,19821097,3736456839,19299,604,54.67%,2.96%,0.04%,17,15,15,13
